DBN,ATTN_DATE_YMD,ATTN_PCT,LOC_CODE,SCHOOL_NAME,Borough,DistrictCode
07X522,20171122,56.89,X522,BRONX DESIGN AND CONSTRUCTION ACADEMY,X,7
07X527,20171122,71.52,X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,X,7
07X533,20171122,75.14,X533,LEARNING THROUGH PLAY PRE K CENTER,X,7
07X547,20171122,70.51,X547,NEW EXPLORERS HIGH SCHOOL,X,7
07X548,20171122,57.66,X548,CAREERS IN SPORTS HIGH SCHOOL,X,7
07X551,20171122,71.25,X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETT,X,7
07X557,20171122,48.64,X557,MOTT HAVEN COMMUNITY HIGH SCHOOL,X,7
07X584,20171122,87.68,X584,I.S. 584,X,7
07X600,20171122,75.38,X600,ALFRED E. SMITH CAREER AND TECHNICAL EDU,X,7
07X670,20171122,68.5,X670,HEALTH OPPORTUNITIES HIGH SCHOOL,X,7
08X014,20171122,91.95,X014,P.S. X014 SENATOR JOHN CALANDRA,X,8
08X036,20171122,90.62,X036,P.S. 036 UNIONPORT,X,8
08X048,20171122,83.26,X048,P.S. 048 JOSEPH R. DRAKE,X,8
08X062,20171122,84.74,X062,P.S. 062 INOCENSIO CASANOVA,X,8
08X069,20171122,91.63,X069,P.S. 069 JOURNEY PREP SCHOOL,X,8
08X071,20171122,90.01,X071,P.S. 071 ROSE E. SCALA,X,8
08X072,20171122,84.92,X072,P.S. 072 DR. WILLIAM DORNEY,X,8
08X075,20171122,83.99,X075,P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,X,8
08X093,20171122,84.21,X093,P.S. 093 ALBERT G. OLIVER,X,8
08X100,20171122,82.09,X100,P.S. 100 ISAAC CLASON,X,8
08X101,20171122,88.19,X101,M.S. X101 EDWARD R. BYRNE,X,8
08X107,20171122,78.36,X107,P.S. 107,X,8
08X119,20171122,91.21,X119,THE DR. EMMETT W. BASSETT SCHOOL,X,8
08X123,20171122,86.72,X123,J.H.S. 123 JAMES M. KIERAN,X,8
08X125,20171122,89.75,X125,J.H.S. 125 HENRY HUDSON,X,8
08X130,20171122,77.23,X130,P.S. 130 ABRAM STEVENS HEWITT,X,8
08X131,20171122,83.08,X131,J.H.S. 131 ALBERT EINSTEIN,X,8
08X138,20171122,81.99,X138,P.S. 138 SAMUEL RANDALL,X,8
08X140,20171122,78.43,X140,P.S. X140 THE EAGLE SCHOOL,X,8
08X146,20171122,84,X146,P.S. 146 EDWARD COLLINS,X,8
08X152,20171122,89.03,X152,P.S. 152 EVERGREEN,X,8
08X182,20171122,88.34,X182,P.S. 182,X,8
08X269,20171122,72.64,X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTI,X,8
08X282,20171122,68.95,X282,WOMEN S ACADEMY OF EXCELLENCE,X,8
08X293,20171122,66.52,X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEA,X,8
08X301,20171122,77.55,X301,M.S. 301 PAUL L. DUNBAR,X,8
08X302,20171122,83.5,X302,M.S. 302 LUISA DESSUS CRUZ,X,8
08X304,20171122,93.87,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,X,8
08X312,20171122,60.73,X312,MILLENNIUM ART ACADEMY,X,8
08X320,20171122,67.37,X320,PELHAM LAB HIGH SCHOOL,X,8
08X332,20171122,70.66,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY R,X,8
08X333,20171122,84.49,X333,THE LONGWOOD ACADEMY OF DISCOVERY,X,8
08X337,20171122,89.36,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,X,8
08X348,20171122,65.78,X348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,X,8
08X349,20171122,75,X349,BRONX RIVER HIGH SCHOOL,X,8
08X367,20171122,81.22,X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND",X,8
08X371,20171122,90.83,X371,URBAN INSTITUTE OF MATHEMATICS,X,8
08X375,20171122,78.66,X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,X,8
08X376,20171122,74.33,X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A C,X,8
08X377,20171122,51.42,X377,BRONX COMMUNITY HIGH SCHOOL,X,8
08X392,20171122,90.35,X392,BRONX DELTA SCHOOL,X,8
08X405,20171122,71.35,X405,HERBERT H. LEHMAN HIGH SCHOOL,X,8
08X424,20171122,88.78,X424,THE HUNTS POINT SCHOOL,X,8
08X432,20171122,65.68,X432,BRONX BRIDGES HIGH SCHOOL,X,8
08X448,20171122,87.2,X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLA,X,8
08X452,20171122,44.38,X452,GOTHAM COLLABORATIVE HIGH SCHOOL,X,8
08X467,20171122,90.09,X467,MOTT HALL COMMUNITY SCHOOL,X,8
08X519,20171122,65.56,X519,FELISA RINCON DE GAUTIER INSTITUTE FOR L,X,8
08X530,20171122,78.57,X530,LONGWOOD PREPARATORY ACADEMY,X,8
08X537,20171122,28.69,X537,BRONX ARENA HIGH SCHOOL,X,8
08X558,20171122,69.65,X558,WESTCHESTER SQUARE ACADEMY,X,8
08X559,20171122,53.54,X559,SCHOOL FOR TOURISM AND HOSPITALITY,X,8
08X561,20171122,65.86,X561,BRONX COMPASS HIGH SCHOOL,X,8
08X562,20171122,86.35,X562,BLUEPRINT MIDDLE SCHOOL,X,8
08X583,20171122,83.62,X583,P.S. 583,X,8
09X004,20171122,79.2,X004,P.S. M.S. 004 CROTONA PARK WEST,X,9
09X011,20171122,83.11,X011,P.S. 011 HIGHBRIDGE,X,9
09X022,20171122,89.77,X022,J.H.S. 022 JORDAN L. MOTT,X,9
09X028,20171122,86.4,X028,P.S. 028 MOUNT HOPE,X,9
09X035,20171122,90.77,X035,P.S. 035 FRANZ SIEGEL,X,9
09X042,20171122,84.12,X042,P.S. 042 CLAREMONT,X,9
09X053,20171122,82.48,X053,P.S. 053 BASHEER QUISIM,X,9
09X055,20171122,84.03,X055,P.S. 055 BENJAMIN FRANKLIN,X,9
09X058,20171122,85.4,X058,P.S. 058,X,9
09X063,20171122,83.18,X063,P.S. 063 AUTHOR S ACADEMY,X,9
09X070,20171122,84.24,X070,P.S. 070 MAX SCHOENFELD,X,9
09X073,20171122,83.43,X073,P.S. 073 BRONX,X,9
09X088,20171122,87.32,X088,P.S. X088 S. SILVERSTEIN LITTLE SPARRO,X,9
09X109,20171122,80.33,X109,P.S. 109 SEDGWICK,X,9
09X110,20171122,88.19,X110,P.S. 110 THEODORE SCHOENFELD,X,9
09X114,20171122,85.18,X114,P.S. X114 LUIS LLORENS TORRES SCHOOLS,X,9
09X117,20171122,88.36,X117,I.S. 117 JOSEPH H. WADE,X,9
09X126,20171122,84.74,X126,P.S. 126 DR MARJORIE H DUNBAR,X,9
09X128,20171122,94.45,X128,MOTT HALL III,X,9
09X132,20171122,82.5,X132,P.S. 132 GARRET A. MORGAN,X,9
09X163,20171122,91.52,X163,P.S. 163 ARTHUR A. SCHOMBURG,X,9
09X170,20171122,93.53,X170,P.S. 170,X,9
09X199,20171122,90.38,X199,P.S. 199X THE SHAKESPEARE SCHOOL,X,9
09X204,20171122,92.06,X204,P.S. 204 MORRIS HEIGHTS,X,9
09X215,20171122,91.22,X215,KAPPA,X,9
09X218,20171122,95.92,X218,P.S. I.S. 218 RAFAEL HERNANDEZ DUAL LANG,X,9
09X219,20171122,84.98,X219,I.S. 219 NEW VENTURE SCHOOL,X,9
09X227,20171122,69.59,X227,BRONX COLLEGIATE ACADEMY,X,9
09X229,20171122,77.32,X229,I.S. 229 ROLAND PATTERSON,X,9
09X231,20171122,68.55,X231,EAGLE ACADEMY FOR YOUNG MEN,X,9
09X232,20171122,85.86,X232,I.S. 232,X,9
09X236,20171122,92.49,X236,P.S. 236 LANGSTON HUGHES,X,9
09X241,20171122,72.75,X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH A,X,9
09X250,20171122,77.31,X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A C,X,9
09X252,20171122,81.15,X252,MOTT HALL BRONX HIGH SCHOOL,X,9
09X260,20171122,92.4,X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,X,9
09X263,20171122,63.03,X263,VALIDUS PREPARATORY ACADEMY,X,9
09X274,20171122,73.28,X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEM,X,9
09X294,20171122,91.22,X294,THE WALTON AVENUE SCHOOL,X,9
09X297,20171122,75.06,X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,X,9
09X303,20171122,93.67,X303,I.S. X303 LEADERSHIP COMMUNITY SERVICE,X,9
09X311,20171122,90.25,X311,LUCERO ELEMENTARY SCHOOL,X,9
09X313,20171122,78.82,X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMEN,X,9
09X323,20171122,79.27,X323,BRONX WRITING ACADEMY,X,9
09X324,20171122,80.69,X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING,X,9
09X325,20171122,79.87,X325,URBAN SCIENCE ACADEMY,X,9
09X327,20171122,82.6,X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S.,X,9
09X328,20171122,84.29,X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE S,X,9
09X329,20171122,73.3,X329,DREAMYARD PREPARATORY SCHOOL,X,9
09X339,20171122,84.57,X339,I.S. 339,X,9
09X350,20171122,47.23,X350,NEW DIRECTIONS SECONDARY SCHOOL,X,9
09X361,20171122,93.71,X361,THE HIGHBRIDGE GREEN SCHOOL,X,9
09X365,20171122,89.78,X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,X,9
09X403,20171122,72.4,X403,BRONX INTERNATIONAL HIGH SCHOOL,X,9
09X404,20171122,44.12,X404,SCHOOL FOR EXCELLENCE,X,9
09X412,20171122,73.85,X412,BRONX HIGH SCHOOL OF BUSINESS,X,9
09X413,20171122,90.46,X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,X,9
09X443,20171122,91.35,X443,THE FAMILY SCHOOL,X,9
09X449,20171122,88.4,X449,GRANT AVENUE ELEMENTARY SCHOOL,X,9
09X454,20171122,89.6,X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT H,X,9
09X457,20171122,88.1,X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,X,9
09X505,20171122,79.17,X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUS",X,9
09X517,20171122,58.11,X517,FREDERICK DOUGLASS ACADEMY III SECONDARY,X,9
09X525,20171122,68.77,X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,X,9
09X543,20171122,53.99,X543,HIGH SCHOOL FOR VIOLIN AND DANCE,X,9
09X555,20171122,94.19,X555,MOUNT EDEN CHILDREN S ACADEMY,X,9
09X564,20171122,80.46,X564,CLAREMONT INTERNATIONAL HS,X,9
09X568,20171122,90.36,X568,YOUNG WOMEN S LEADERSHIP SCHOOL OF THE B,X,9
09X582,20171122,76.19,X582,GARDEN OF LEARNING AND DISCOVERY PRE K C,X,9
10X003,20171122,88.62,X003,P.S. 3 RAUL JULIA MICRO SOCIETY,X,10
10X007,20171122,93.67,X007,MILTON FEIN SCHOOL,X,10
10X008,20171122,90.32,X008,P.S. 008 ISAAC VARIAN,X,10
10X009,20171122,84.9,X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,X,10
10X015,20171122,93.73,X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LE,X,10
10X020,20171122,88.43,X020,"P.S. M.S. 20 P.O.GEORGE J. WERDANN, III",X,10
10X023,20171122,85.18,X023,P.S. 023 THE NEW CHILDREN S SCHOOL,X,10
10X024,20171122,90.92,X024,P.S. 024 SPUYTEN DUYVIL,X,10
10X032,20171122,85.42,X032,P.S. 032 BELMONT,X,10
10X033,20171122,88.13,X033,P.S. 033 TIMOTHY DWIGHT,X,10
10X037,20171122,86.02,X037,P.S. X037 MULTIPLE INTELLIGENCE SCHOOL,X,10
10X045,20171122,89.27,X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,X,10
10X046,20171122,86.11,X046,P.S. 046 EDGAR ALLAN POE,X,10
10X051,20171122,87.5,X051,P.S. 051 BRONX NEW SCHOOL,X,10
10X054,20171122,90.49,X054,P.S. I.S. 54,X,10
10X056,20171122,91.78,X056,P.S. 056 NORWOOD HEIGHTS,X,10
10X059,20171122,86.13,X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOL,X,10
10X077,20171122,83,X077,BEDFORD PARK ELEMENTARY SCHOOL,X,10
10X080,20171122,87.13,X080,J.H.S. 080 THE MOSHOLU PARKWAY,X,10
10X081,20171122,88.79,X081,P.S. 081 ROBERT J. CHRISTEN,X,10
10X085,20171122,89.18,X085,P.S. 085 GREAT EXPECTATIONS,X,10
10X086,20171122,89.69,X086,P.S. 086 KINGSBRIDGE HEIGHTS,X,10
10X091,20171122,86.26,X091,P.S. 091 BRONX,X,10
10X094,20171122,87.44,X094,P.S. 094 KINGS COLLEGE SCHOOL,X,10
10X095,20171122,87.36,X095,P.S. 095 SHEILA MENCHER,X,10
10X118,20171122,89.25,X118,J.H.S. 118 WILLIAM W. NILES,X,10
10X141,20171122,83.97,X141,RIVERDALE KINGSBRIDGE ACADEMY MIDDLE,X,10
10X159,20171122,84.89,X159,P.S. 159 LUIS MUNOZ MARIN BILING,X,10
10X205,20171122,88.87,X205,P.S. 205 FIORELLO LAGUARDIA,X,10
10X206,20171122,90.14,X206,I.S. 206 ANN MERSEREAU,X,10
10X207,20171122,83.43,X207,P.S. 207,X,10
10X209,20171122,92.06,X209,P.S. 209,X,10
10X213,20171122,61.53,X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,X,10
10X225,20171122,63.53,X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,X,10
10X226,20171122,88.12,X226,P.S. 226,X,10
10X228,20171122,96.28,X228,JONAS BRONCK ACADEMY,X,10
10X237,20171122,73.09,X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NUR",X,10
10X243,20171122,83.69,X243,WEST BRONX ACADEMY FOR THE FUTURE,X,10
10X244,20171122,92.11,X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNA,X,10
10X246,20171122,90.21,X246,P.S. 246 POE CENTER,X,10
10X254,20171122,82.47,X254,I.S. 254,X,10
10X264,20171122,69.95,X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING,X,10
10X268,20171122,78.49,X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,X,10
10X279,20171122,90.85,X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",X,10
10X280,20171122,88.01,X280,P.S. M.S. 280 MOSHOLU PARKWAY,X,10
10X284,20171122,56.75,X284,BRONX SCHOOL OF LAW AND FINANCE,X,10
10X291,20171122,88.52,X291,P.S. 291,X,10
10X306,20171122,89.2,X306,P.S. 306,X,10
10X307,20171122,91.47,X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE,X,10
10X308,20171122,-1,X308,BRONX DANCE ACADEMY SCHOOL,X,10
10X310,20171122,90.67,X310,P.S. 310 MARBLE HILL,X,10
10X315,20171122,88.7,X315,P.S. 315 LAB SCHOOL,X,10
10X319,20171122,51.68,X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUC,X,10
10X331,20171122,92.71,X331,THE BRONX SCHOOL OF YOUNG LEADERS,X,10
10X340,20171122,89.75,X340,P.S. 340,X,10
10X342,20171122,80.07,X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,X,10
10X344,20171122,88.04,X344,AMPARK NEIGHBORHOOD,X,10
10X351,20171122,62.63,X351,BRONX COLLABORATIVE HIGH SCHOOL,X,10
10X353,20171122,83.89,X353,WORLD VIEW HIGH SCHOOL,X,10
10X360,20171122,89.43,X360,P.S. 360,X,10
10X363,20171122,85.2,X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCE,X,10
10X368,20171122,87.78,X368,IN TECH ACADEMY M.S. HIGH SCHOOL 368,X,10
10X374,20171122,68.86,X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY,X,10
10X382,20171122,92.64,X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND",X,10
10X386,20171122,90.13,X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,X,10
10X390,20171122,91.32,X390,M.S. 390,X,10
10X391,20171122,85.12,X391,THE ANGELO PATRI MIDDLE SCHOOL,X,10
10X396,20171122,86.01,X396,P.S. 396,X,10
10X397,20171122,70,X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIO,X,10
10X433,20171122,71.46,X433,HIGH SCHOOL FOR TEACHING AND THE PROFESS,X,10
10X434,20171122,81.04,X434,BELMONT PREPARATORY HIGH SCHOOL,X,10
10X437,20171122,87.32,X437,FORDHAM HIGH SCHOOL FOR THE ARTS,X,10
10X438,20171122,76.09,X438,FORDHAM LEADERSHIP ACADEMY,X,10
10X439,20171122,72.97,X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY,X,10
10X440,20171122,69.54,X440,DEWITT CLINTON HIGH SCHOOL,X,10
10X442,20171122,86.15,X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, T",X,10
10X445,20171122,97.09,X445,BRONX HIGH SCHOOL OF SCIENCE,X,10
10X447,20171122,93.46,X447,CRESTON ACADEMY,X,10
10X459,20171122,89.04,X459,EAST FORDHAM ACADEMY FOR THE ARTS,X,10
10X477,20171122,91.74,X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONA,X,10
10X524,20171122,70,X524,CROTONA INTERNATIONAL HIGH SCHOOL,X,10
10X535,20171122,73.74,X535,ROSE HILL PRE K CENTER,X,10
10X546,20171122,65.1,X546,BRONX THEATRE HIGH SCHOOL,X,10
10X549,20171122,-1,X549,DISCOVERY HIGH SCHOOL,X,10
10X565,20171122,69,X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,X,10
10X696,20171122,95.48,X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMA,X,10
11X016,20171122,85.43,X016,P.S. 016 WAKEFIELD,X,11
11X019,20171122,91.73,X019,P.S. 019 JUDITH K. WEISS,X,11
11X021,20171122,85.89,X021,P.S. 021 PHILIP H. SHERIDAN,X,11
11X041,20171122,88.91,X041,P.S. 041 GUN HILL ROAD,X,11
11X068,20171122,86.73,X068,P.S. 068 BRONX,X,11
11X076,20171122,86.86,X076,P.S. 076 THE BENNINGTON SCHOOL,X,11
11X078,20171122,82.45,X078,P.S. 078 ANNE HUTCHINSON,X,11
11X083,20171122,94.31,X083,P.S. 083 DONALD HERTZ,X,11
11X087,20171122,83.61,X087,P.S. 087 BRONX,X,11
11X089,20171122,88.53,X089,P.S. 089 BRONX,X,11
11X096,20171122,85.98,X096,P.S. 096 RICHARD RODGERS,X,11
11X097,20171122,91.07,X097,P.S. 097 BRONX,X,11
11X103,20171122,88.37,X103,P.S. 103 HECTOR FONTANEZ,X,11
11X105,20171122,91.71,X105,P.S. 105 SEN ABRAHAM BERNSTEIN,X,11
11X106,20171122,91.09,X106,P.S. 106 PARKCHESTER,X,11
11X108,20171122,89.59,X108,P.S. 108 PHILIP J. ABINANTI,X,11
11X111,20171122,86.47,X111,P.S. 111 SETON FALLS,X,11
11X112,20171122,86.58,X112,P.S. 112 BRONXWOOD,X,11
11X121,20171122,89.49,X121,P.S. 121 THROOP,X,11
11X127,20171122,95.66,X127,J.H.S. 127 THE CASTLE HILL,X,11
11X144,20171122,87.42,X144,J.H.S. 144 MICHELANGELO,X,11
11X153,20171122,93.51,X153,P.S. 153 HELEN KELLER,X,11
11X160,20171122,89.29,X160,P.S. 160 WALT DISNEY,X,11
11X169,20171122,88.75,X169,BAYCHESTER ACADEMY,X,11
11X175,20171122,95.48,X175,P.S. 175 CITY ISLAND,X,11
11X178,20171122,88.81,X178,P.S. 178 DR. SELMAN WAKSMAN,X,11
11X180,20171122,91.45,X180,M.S. 180 DR. DANIEL HALE WILLIAMS,X,11
11X181,20171122,87.72,X181,I.S. 181 PABLO CASALS,X,11
11X189,20171122,86.91,X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,X,11
11X194,20171122,92.94,X194,P.S. M.S. 194,X,11
11X249,20171122,86.66,X249,BRONX HEALTH SCIENCES HIGH SCHOOL,X,11
11X253,20171122,58.57,X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUN,X,11
11X265,20171122,59.55,X265,BRONX LAB SCHOOL,X,11
11X270,20171122,66.57,X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEUR,X,11
11X275,20171122,75.66,X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,X,11
11X287,20171122,79.74,X287,NORTH BRONX SCHOOL OF EMPOWERMENT,X,11
11X288,20171122,84.41,X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENC,X,11
11X290,20171122,69.62,X290,BRONX ACADEMY OF HEALTH CAREERS,X,11
11X299,20171122,72.02,X299,ASTOR COLLEGIATE ACADEMY,X,11
11X326,20171122,81.93,X326,BRONX GREEN MIDDLE SCHOOL,X,11
11X355,20171122,83.52,X355,BRONX ALLIANCE MIDDLE SCHOOL,X,11
11X357,20171122,91.42,X357,YOUNG VOICES ACADEMY OF THE BRONX,X,11
11X370,20171122,83.88,X370,LEADERS OF TOMORROW,X,11
11X418,20171122,76.36,X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,X,11
11X455,20171122,70.7,X455,HARRY S TRUMAN HIGH SCHOOL,X,11
11X462,20171122,90.6,X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MI,X,11
11X468,20171122,90.79,X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNIT,X,11
11X481,20171122,91.46,X481,THE STEAM BRIDGE SCHOOL,X,11
11X483,20171122,86.71,X483,THE MATILDA AVENUE SCHOOL,X,11
11X498,20171122,89.88,X498,P.S. M.S. 11X498 VAN NEST ACADEMY,X,11
11X509,20171122,84.01,X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,X,11
11X513,20171122,88.77,X513,NEW WORLD HIGH SCHOOL,X,11
11X514,20171122,68.82,X514,THE BRONXWOOD PREPARATORY ACADEMY,X,11
11X529,20171122,88.85,X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,X,11
11X532,20171122,83.22,X532,BAYCHESTER MIDDLE SCHOOL,X,11
11X534,20171122,68.79,X534,DISTRICT 11 PRE K CENTER,X,11
11X542,20171122,76.4,X542,PELHAM PREPARATORY ACADEMY,X,11
11X544,20171122,69.35,X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,X,11
11X545,20171122,50.14,X545,BRONX AEROSPACE HIGH SCHOOL,X,11
11X556,20171122,88.39,X556,BRONX PARK MIDDLE SCHOOL,X,11
11X566,20171122,79.02,X566,PELHAM GARDENS MIDDLE SCHOOL,X,11
11X567,20171122,88.33,X567,LINDEN TREE ELEMENTARY SCHOOL,X,11
12X006,20171122,78.35,X006,P.S. 006 WEST FARMS,X,12
12X044,20171122,82.6,X044,P.S. 044 DAVID C. FARRAGUT,X,12
12X047,20171122,90.24,X047,P.S. 047 JOHN RANDOLPH,X,12
12X057,20171122,82.68,X057,P.S. 057 CRESCENT,X,12
12X061,20171122,90.1,X061,P.S. 061 FRANCISCO OLLER,X,12
12X066,20171122,82.83,X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,X,12
12X067,20171122,82.58,X067,P.S. 067 MOHEGAN SCHOOL,X,12
12X092,20171122,84.39,X092,P.S. 092 BRONX,X,12
12X098,20171122,-1,X098,J.H.S. 098 HERMAN RIDDER,X,12
12X129,20171122,90.9,X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNIN,X,12
12X134,20171122,82.03,X134,P.S. 134 GEORGE F. BRISTOW,X,12
12X150,20171122,84.89,X150,P.S. 150 CHARLES JAMES FOX,X,12
12X190,20171122,85.06,X190,E.S.M.T I.S. 190,X,12
12X195,20171122,87.12,X195,P.S. 195,X,12
12X196,20171122,88.87,X196,P.S. 196,X,12
12X211,20171122,91.31,X211,P.S. 211,X,12
12X212,20171122,-1,X212,P.S. 212,X,12
12X214,20171122,78.7,X214,P.S. 214,X,12
12X217,20171122,80.29,X217,SCHOOL OF PERFORMING ARTS,X,12
12X242,20171122,70.1,X242,MOTT HALL V,X,12
12X248,20171122,51.92,X248,"METROPOLITAN HIGH SCHOOL, THE",X,12
12X251,20171122,72.44,X251,EXPLORATIONS ACADEMY H.S.,X,12
12X267,20171122,84.89,X267,BRONX LATIN,X,12
12X271,20171122,68.02,X271,EAST BRONX ACADEMY FOR THE FUTURE,X,12
12X273,20171122,84.09,X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCH,X,12
12X286,20171122,87.14,X286,FANNIE LOU HAMER MIDDLE SCHOOL,X,12
12X300,20171122,87.23,X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNI,X,12
12X314,20171122,84.59,X314,FAIRMONT NEIGHBORHOOD SCHOOL,X,12
12X316,20171122,88.68,X316,KAPPA III,X,12
12X318,20171122,88.97,X318,"I.S. X318 MATH, SCIENCE TECHNOLOGY THR",X,12
12X321,20171122,54.26,X321,CROTONA ACADEMY HIGH SCHOOL,X,12
12X341,20171122,87.41,X341,ACCION ACADEMY,X,12
12X372,20171122,78.49,X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSE,X,12
12X383,20171122,75.76,X383,EMOLIOR ACADEMY,X,12
12X384,20171122,92.3,X384,ENTRADA ACADEMY,X,12
12X388,20171122,84.84,X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL A,X,12
12X446,20171122,44.75,X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BR,X,12
12X458,20171122,-1,X458,SAMARA COMMUNITY SCHOOL,X,12
12X463,20171122,84.96,X463,URBAN SCHOLARS COMMUNITY SCHOOL,X,12
12X478,20171122,59.93,X478,THE CINEMA SCHOOL,X,12
12X479,20171122,63.35,X479,BRONX CAREER AND COLLEGE PREPARATORY HIG,X,12
12X480,20171122,28.82,X480,BRONX REGIONAL HIGH SCHOOL,X,12
12X511,20171122,76.45,X511,BRONX ENVISION ACADEMY,X,12
12X521,20171122,66.58,X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,X,12
12X531,20171122,85.17,X531,ARCHER ELEMENTARY SCHOOL,X,12
12X536,20171122,83.64,X536,P.S. 536,X,12
12X550,20171122,65.36,X550,HIGH SCHOOL OF WORLD CULTURES,X,12
12X682,20171122,63.84,X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,X,12
12X684,20171122,56.37,X684,WINGS ACADEMY,X,12
12X691,20171122,89.96,X691,BRONX LITTLE SCHOOL,X,12
13K003,20171122,85.12,K003,P.S. 003 THE BEDFORD VILLAGE,K,13
13K008,20171122,84.66,K008,P.S. 008 ROBERT FULTON,K,13
13K009,20171122,82,K009,P.S. 009 TEUNIS G. BERGEN,K,13
13K011,20171122,85.97,K011,P.S. 011 PURVIS J. BEHAN,K,13
13K020,20171122,81.26,K020,P.S. 020 CLINTON HILL,K,13
13K044,20171122,78.41,K044,P.S. 044 MARCUS GARVEY,K,13
13K046,20171122,79.85,K046,P.S. 046 EDWARD C. BLUM,K,13
13K054,20171122,79.04,K054,P.S. 054 SAMUEL C. BARNES,K,13
13K056,20171122,82.24,K056,P.S. 056 LEWIS H. LATIMER,K,13
13K067,20171122,76.92,K067,P.S. 067 CHARLES A. DORSEY,K,13
13K093,20171122,80.5,K093,P.S. 093 WILLIAM H. PRESCOTT,K,13
13K113,20171122,83,K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,K,13
13K133,20171122,81.98,K133,P.S. 133 WILLIAM A. BUTLER,K,13
13K256,20171122,78.69,K256,P.S. 256 BENJAMIN BANNEKER,K,13
